timestamp,symbol,mode,signal,action_taken,price_reference,quantity,cash_estimated,position_qty,equity_estimated,status,notes
2026-04-01T21:39:49.834957+00:00,BTCUSDT,active,dry-run,sell,hold,68407.70000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T21:40:26.597025+00:00,BTCUSDT,active,dry-run,sell,hold,68354.01000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T21:41:42.246106+00:00,BTCUSDT,active,dry-run,sell,hold,68336.82000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T21:45:21.729703+00:00,BTCUSDT,active,dry-run,sell,hold,68343.30000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T22:52:41.596420+00:00,BTCUSDT,active,dry-run,sell,hold,68124.61000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T22:52:48.212395+00:00,BTCUSDT,active,dry-run,sell,hold,68132.79000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T23:03:26.391270+00:00,BTCUSDT,active,dry-run,sell,hold,68179.84000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T23:09:07.919635+00:00,BTCUSDT,active,dry-run,sell,hold,68193.51000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-01T23:35:42.686376+00:00,BTCUSDT,active,dry-run,hold,hold,0.00000000,0,0,0,0,error,error:Missing BINANCE_API_KEY or BINANCE_API_SECRET environment variables.
2026-04-01T23:37:44.196031+00:00,BTCUSDT,active,dry-run,sell,hold,68173.63000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-01T23:40:25.397895+00:00,BTCUSDT,active,dry-run,sell,hold,68133.86000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-01T23:45:13.107749+00:00,BTCUSDT,active,dry-run,sell,hold,68091.24000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-01T23:53:26.646491+00:00,BTCUSDT,active,dry-run,sell,hold,68137.33000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-01T23:53:33.203479+00:00,BTCUSDT,active,dry-run,sell,hold,68124.77000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-01T23:59:25.212623+00:00,BTCUSDT,active,dry-run,sell,hold,68099.15000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T00:46:55.118887+00:00,BTCUSDT,active,dry-run,sell,hold,68484.94000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T00:46:59.443778+00:00,BTCUSDT,active,dry-run,sell,hold,68481.46000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T02:33:56.141011+00:00,BTCUSDT,active,dry-run,sell,hold,66970.39000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T02:34:30.841322+00:00,BTCUSDT,active,dry-run,sell,hold,66974.88000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T02:37:07.498389+00:00,BTCUSDT,active,dry-run,sell,hold,66920.86000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T02:38:58.776276+00:00,BTCUSDT,active,dry-run,sell,hold,66911.09000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T02:40:19.263608+00:00,BTCUSDT,active,dry-run,sell,hold,66887.23000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T05:13:20.391941+00:00,BTCUSDT,active,dry-run,sell,hold,66395.73000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T05:13:26.950936+00:00,BTCUSDT,active,dry-run,sell,hold,66395.73000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T05:27:00.507686+00:00,BTCUSDT,active,dry-run,sell,hold,66460.61000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T12:40:41.827095+00:00,BTCUSDT,active,dry-run,sell,hold,66206.05000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T12:40:48.362085+00:00,BTCUSDT,active,dry-run,sell,hold,66210.78000000,0,100.00683915,0,100.00683915,kill_switch,kill_switch_active
2026-04-02T12:41:13.765200+00:00,BTCUSDT,active,dry-run,sell,hold,66194.51000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T12:55:47.277410+00:00,BTCUSDT,active,dry-run,sell,hold,66102.66000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T13:29:41.923683+00:00,BTCUSDT,active,dry-run,sell,hold,66156.37000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:18:18.208468+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66383.40000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:18:27.879306+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66409.36000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:18:35.305240+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66390.00000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:23:52.266586+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66476.22000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:30:23.525923+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66287.59000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:32:53.081253+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66397.04000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:41:30.470596+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66759.75000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:48:21.605528+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66790.00000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-02T14:51:03.717944+00:00,BTCUSDT,live_simple,dry-run,sell,hold,66721.41000000,0,100.00683915,0,100.00683915,blocked,no_position_to_sell
2026-04-03T01:08:59.884152+00:00,BTCUSDT,live_simple,dry-run,buy,buy,66749.86000000,0.00074,100.00683915,0,100.00683915,ok,dry_run_buy
2026-04-03T01:09:47.389743+00:00,BTCUSDT,live_simple,live,buy,buy,66798.31000000,0.00074,50.57608235,0.00073926,99.9574010006,ok,market_buy_sent
2026-04-03T01:12:14.431892+00:00,BTCUSDT,live_simple,dry-run,buy,hold,66761.01000000,0,50.57608235,0.00073926,99.9298266026,blocked,already_in_position
2026-04-03T01:14:42.405777+00:00,BTCUSDT,live_simple,dry-run,buy,hold,66781.91000000,0,50.57608235,0.00073926,99.9452771366,blocked,already_in_position
2026-04-03T01:21:39.742381+00:00,BTCUSDT,live_simple,dry-run,buy,hold,66763.34000000,0,50.57608235,0.00073926,99.9315490784,blocked,already_in_position
2026-04-03T02:04:30.318334+00:00,BTCUSDT,live_simple,dry-run,buy,hold,66522.43000000,0,50.57608235,0.00073926,99.7534539518,blocked,already_in_position
2026-04-03T02:05:00.685067+00:00,BTCUSDT,live_simple,live,buy,hold,66531.22000000,0,50.57608235,0.00073926,99.7599520472,blocked,already_in_position
